Event,PCG,PID,Year,Date,Lat,Long,Depth,Duration,Source,Light.Phase,Temp,Salinity,Oxygen,CHLA,Bank.Sea.Bass.Abund,Black.Sea.Bass.Abund,Gag.Abund,Gray.Triggerfish.Abund,Honeycomb.Moray.Abund,Knobbed.Porgy.Abund,Pinfish.Abund,Planehead.Filefish.Abund,Red.Grouper.Abund,Red.Porgy.Abund,Red.Snapper.Abund,Reticulate.Moray.Abund,Sand.Perch.Abund,Scamp.Abund,Snowy.Grouper.Abund,Spotfin.Butterflyfish.Abund,Spottail.Pinfish.Abund,Spotted.Moray.Abund,Stenotomus.sp.Abund,Tomtate.Abund,Vermilion.Snapper.Abund,White.Grunt.Abund,Whitebone.Porgy.Abund,Bank.Sea.Bass.Bio,Black.Sea.Bass.Bio,Gag.Bio,Gray.Triggerfish.Bio,Honeycomb.Moray.Bio,Knobbed.Porgy.Bio,Pinfish.Bio,Planehead.Filefish.Bio,Red.Grouper.Bio,Red.Porgy.Bio,Red.Snapper.Bio,Reticulate.Moray.Bio,Sand.Perch.Bio,Scamp.Bio,Snowy.Grouper.Bio,Spotfin.Butterflyfish.Bio,Spottail.Pinfish.Bio,Spotted.Moray.Bio,Stenotomus.sp.Bio,Tomtate.Bio,Vermilion.Snapper.Bio,White.Grunt.Bio,Whitebone.Porgy.Bio
2000-7,P05001009324,P05,2000,2000-05-16 18:44:00,32.24412,-79.70647,27,115,SERFS,Day,21.59,35.42,NA,NA,5,87,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,792,16467,0,0,0,0,102,0,0,1767,0,0,0,0,0,0,0,0,1487,0,0,0,0
2000-7,P05001010324,P05,2000,2000-05-16 18:53:00,32.24294,-79.70025,27,117,SERFS,Day,21.59,35.42,NA,NA,9,129,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,49,2,9,0,0,1125,25685,0,427,0,0,0,0,0,3962,0,0,0,0,0,0,0,0,4007,160,1527,0,0
2000-7,P05001011324,P05,2000,2000-05-16 18:59:00,32.24825,-79.702,27,121,SERFS,Day,21.59,35.42,NA,NA,8,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,2,0,0,0,792,14935,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,2880,100,0,0,0
2000-7,P05001012324,P05,2000,2000-05-16 19:07:00,32.24857,-79.69569,27,123,SERFS,Day,21.59,35.42,NA,NA,5,106,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,86,6,0,0,0,785,19695,0,0,0,0,350,0,0,2055,0,0,557,0,0,0,0,0,7063,787,0,0,0
2000-7,P05001013324,P05,2000,2000-05-16 19:18:00,32.2545,-79.68978,27,123,SERFS,Day,21.59,35.42,NA,NA,6,86,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,61,3,3,0,0,552,15442,0,0,0,0,112,0,0,830,0,0,722,0,0,0,0,0,5177,150,752,0,0
2000-8,P05001015324,P05,2000,2000-05-16 21:52:00,32.23038,-79.7018,28,88,SERFS,Day,21.45,35.51,NA,NA,7,48,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,16,1,0,975,14282,585,550,535,0,0,0,0,2447,0,0,0,0,0,0,0,0,332,472,4520,402,0
2000-8,P05001016324,P05,2000,2000-05-16 21:59:00,32.23177,-79.69603,28,87,SERFS,Day,21.45,35.51,NA,NA,8,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,33,33,3,0,1462,12890,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,1782,4262,9605,1012,0
2000-8,P05001017324,P05,2000,2000-05-16 22:05:00,32.23137,-79.69109,28,86,SERFS,Day,21.45,35.51,NA,NA,2,62,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,16,5,2,0,145,18210,0,940,0,0,70,542,0,597,3612,0,0,0,0,0,0,0,167,2145,1027,1485,0
2000-8,P05001018324,P05,2000,2000-05-16 22:10:00,32.2349,-79.6894,29,91,SERFS,Day,21.45,35.51,NA,NA,17,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,27,79,0,0,1997,17282,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,2202,2867,23987,0,0
2000-9,P05001020324,P05,2000,2000-05-17 15:44:00,32.25122,-79.18035,49,96,SERFS,Day,21.28,36.33,NA,NA,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,945,0,0,0,1347,0,0,0,0,0,0,0,0,0,8025,592,0,0
2000-9,P05001021324,P05,2000,2000-05-17 15:51:00,32.25918,-79.17342,49,96,SERFS,Day,21.28,36.33,NA,NA,0,0,0,4,0,2,0,0,0,4,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,4055,0,1037,0,0,0,2490,0,0,0,3847,0,0,217,0,0,172,1395,0,0
2000-9,P05001022324,P05,2000,2000-05-17 15:55:00,32.26985,-79.16385,49,141,SERFS,Day,21.28,36.33,NA,NA,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2505,4185,0,0,0,0,0,0,0,0,3915,0,0,0
2000-9,P05001023324,P05,2000,2000-05-17 15:59:00,32.26752,-79.16724,49,127,SERFS,Day,21.28,36.33,NA,NA,2,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,29,1,0,0,485,0,0,830,0,0,0,0,0,2645,0,0,0,2737,0,0,225,0,0,4202,167,0,0
2000-9,P05001024324,P05,2000,2000-05-17 16:05:00,32.27291,-79.16628,49,114,SERFS,Day,21.28,36.33,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,11,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,17195,1930,0,0
2000-9,P05001025324,P05,2000,2000-05-17 16:22:00,32.28283,-79.15524,49,84,SERFS,Day,21.28,36.33,NA,NA,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,3,0,0,215,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,4752,887,0,0
2000-10,P05001027324,P05,2000,2000-05-17 18:15:00,32.40387,-78.99763,44,100,SERFS,Day,21.57,36.35,NA,NA,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,71,6,0,0,0,0,0,2240,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,8697,2575,0,0
2000-10,P05001028324,P05,2000,2000-05-17 18:25:00,32.40888,-78.9936,46,102,SERFS,Day,21.57,36.35,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,880,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,10322,0,0,0
2000-10,P05001029324,P05,2000,2000-05-17 18:32:00,32.41103,-78.98675,51,136,SERFS,Day,21.57,36.35,NA,NA,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,0,10262,0,0,0,0,0,1152,0,0,0,0,0,0,300,1855,0,180,2020,0,0
2000-10,P05001030324,P05,2000,2000-05-17 18:39:00,32.41467,-78.98145,46,120,SERFS,Day,21.57,36.35,NA,NA,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2745,0,0,0,0,0,545,0,0,0,1402,0,0,0,0,0,0,1220,0,0
2000-10,P05001031324,P05,2000,2000-05-17 18:47:00,32.42065,-78.97675,46,104,SERFS,Day,21.57,36.35,NA,NA,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0
2000-10,P05001032324,P05,2000,2000-05-17 18:51:00,32.42263,-78.9737,46,103,SERFS,Day,21.57,36.35,NA,NA,0,0,0,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,9,2,0,0,0,0,0,8582,0,0,0,0,0,1150,0,0,0,3440,0,0,0,0,0,1450,995,0,0
2000-11,P05001035324,P05,2000,2000-05-18 10:55:00,32.33918,-79.21285,42,98,SERFS,Day,21.28,36.33,NA,NA,9,42,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,17,46,2,0,0,1977,11585,0,1157,0,0,0,0,0,1582,0,0,550,0,0,0,0,0,2767,6165,527,0,0
2000-11,P05001036324,P05,2000,2000-05-18 11:02:00,32.33484,-79.21217,42,98,SERFS,Day,21.28,36.33,NA,NA,0,1,0,31,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,922,0,24942,0,0,0,0,0,1855,6432,0,0,5837,0,0,0,0,0,0,0,0,0
2000-11,P05001037324,P05,2000,2000-05-18 11:09:00,32.33342,-79.21371,44,98,SERFS,Day,21.28,36.33,NA,NA,4,75,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,44,0,29,0,0,935,17227,0,1585,0,0,0,0,0,1002,0,0,707,0,0,0,0,0,9007,0,12042,0,0
2000-11,P05001038324,P05,2000,2000-05-18 11:16:00,32.33342,-79.20907,44,98,SERFS,Day,21.28,36.33,NA,NA,1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,5,2,0,0,192,6037,0,292,0,0,0,0,0,627,0,0,0,0,0,0,0,0,1900,860,722,0,0
2000-11,P05001039324,P05,2000,2000-05-18 11:21:00,32.33247,-79.2074,44,100,SERFS,Day,21.28,36.33,NA,NA,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,2,0,0,0,7087,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,1540,332,1532,0,0
2000-12,P05001041324,P05,2000,2000-05-18 15:00:00,32.45348,-78.93695,48,92,SERFS,Day,21.56,36.35,NA,NA,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-12,P05001042324,P05,2000,2000-05-18 15:07:00,32.45042,-78.94122,48,95,SERFS,Day,21.56,36.35,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,3125,0,0,0,0,0,2712,0,0,0
2000-12,P05001043324,P05,2000,2000-05-18 15:13:00,32.44736,-78.94505,48,98,SERFS,Day,21.56,36.35,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,6275,505,0,0
2000-12,P05001044324,P05,2000,2000-05-18 15:21:00,32.45353,-78.9381,48,101,SERFS,Day,21.56,36.35,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,892,0,0
2000-12,P05001045324,P05,2000,2000-05-18 15:26:00,32.44155,-78.95322,48,105,SERFS,Day,21.56,36.35,NA,NA,0,0,1,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,8082,9707,0,1057,0,0,0,635,0,0,0,2007,0,0,0,0,0,182,1377,0,0
2000-13,P05001048324,P05,2000,2000-05-22 19:42:00,32.51311,-79.69637,15,91,SERFS,Day,22.48,35.53,NA,NA,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,735,0,0,0
2000-13,P05001049324,P05,2000,2000-05-22 19:53:00,32.5116,-79.70035,15,98,SERFS,Day,22.48,35.53,NA,NA,1,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,1,0,0,0,250,16447,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,11497,347,0,0,0
2000-13,P05001050324,P05,2000,2000-05-22 20:00:00,32.50767,-79.69923,15,82,SERFS,Day,22.48,35.53,NA,NA,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,0,688,24965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,377,0,0,0
2000-13,P05001051324,P05,2000,2000-05-22 20:09:00,32.50807,-79.70425,15,96,SERFS,Day,22.48,35.53,NA,NA,2,68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,94,2,0,0,0,462,13687,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,8632,342,0,0,0
2000-13,P05001052324,P05,2000,2000-05-22 20:16:00,32.50525,-79.70564,15,95,SERFS,Day,22.48,35.53,NA,NA,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,18427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985,377,0,0,0
2000-13,P05001053324,P05,2000,2000-05-22 20:22:00,32.50355,-79.71024,15,97,SERFS,Day,22.48,35.53,NA,NA,0,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,13835,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,4245,0,0,0,0
2000-14,P05001055324,P05,2000,2000-05-23 10:50:00,31.43562,-80.35654,33,94,SERFS,Day,23.48,35.96,NA,NA,1,9,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,10,0,0,0,160,2047,0,405,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,697,1025,0,0,0
2000-14,P05001056324,P05,2000,2000-05-23 10:56:00,31.42828,-80.35954,33,96,SERFS,Day,23.48,35.96,NA,NA,1,13,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,31,0,0,0,97,2235,0,727,0,0,0,0,0,2188,0,0,85,0,0,0,0,0,0,3870,0,0,0
2000-14,P05001057324,P05,2000,2000-05-23 11:02:00,31.42515,-80.36485,33,102,SERFS,Day,23.48,35.96,NA,NA,11,53,0,1,0,0,9,0,0,2,0,0,3,0,0,0,0,0,118,35,6,0,0,1442,9327,0,592,0,0,1112,0,0,777,0,0,550,0,0,0,0,0,9002,3422,1105,0,0
2000-14,P05001058324,P05,2000,2000-05-23 11:06:00,31.42545,-80.36955,33,107,SERFS,Day,23.48,35.96,NA,NA,7,21,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,14,13,0,0,0,710,3620,0,0,0,0,287,0,0,2280,0,0,0,0,0,0,0,0,1020,1477,0,0,0
2000-14,P05001059324,P05,2000,2000-05-23 11:12:00,31.42245,-80.37054,33,107,SERFS,Day,23.48,35.96,NA,NA,8,25,0,0,0,0,9,0,0,5,0,0,1,0,0,0,0,0,98,98,0,0,0,1175,4455,0,0,0,0,830,0,0,2580,0,0,170,0,0,0,0,0,6597,11042,0,0,0
2000-14,P05001060324,P05,2000,2000-05-23 11:19:00,31.41983,-80.3751,33,109,SERFS,Day,23.48,35.96,NA,NA,2,8,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,3,26,0,0,0,352,1387,0,0,0,0,0,0,0,2067,0,0,365,0,0,0,0,0,387,3067,0,0,0
2000-15,P05001062324,P05,2000,2000-05-23 16:39:00,31.14865,-79.91087,53,96,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-15,P05001063324,P05,2000,2000-05-23 17:00:00,31.14452,-79.91438,45,80,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882,0,0,0,0,0,0,0,0,0
2000-15,P05001064324,P05,2000,2000-05-23 17:06:00,31.14282,-79.91295,51,89,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,2180,0,0,0,0,0,0,0,0,0
2000-15,P05001065324,P05,2000,2000-05-23 17:19:00,31.1392,-79.91448,49,84,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,0,0,0,0,0,0,0
2000-15,P05001066324,P05,2000,2000-05-23 17:29:00,31.13495,-79.91544,51,85,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-15,P05001067324,P05,2000,2000-05-23 17:45:00,31.13068,-79.91828,45,79,SERFS,Day,20.66,36.28,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5565,0,0,0,0,0,0,0,0,0
2000-16,P05001069324,P05,2000,2000-05-23 19:26:00,31.12462,-79.91928,48,92,SERFS,Day,21.34,36.44,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-16,P05001070324,P05,2000,2000-05-23 19:35:00,31.11903,-79.92194,45,92,SERFS,Day,21.34,36.44,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,2832,0,0,0,0,0,0,0,0,0
2000-16,P05001071324,P05,2000,2000-05-23 19:44:00,31.11275,-79.92298,49,93,SERFS,Day,21.34,36.44,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-16,P05001072324,P05,2000,2000-05-23 19:53:00,31.10832,-79.92429,47,94,SERFS,Day,21.34,36.44,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0
2000-16,P05001073324,P05,2000,2000-05-23 19:59:00,31.10568,-79.92315,55,96,SERFS,Day,21.34,36.44,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
